Palavra,Link,Instituicao
personagem,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/personagemSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
personalidade,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/personalidadeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
perspectiva,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/perspectivaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pertencer,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pertencerSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
perto1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/perto1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
perto2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/perto2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
perturbar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pertubarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
peru1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/peru1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
peru2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/peru2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
peruano,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/peruanoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
peruca,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/perucaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
perverso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/perversoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pesado,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pesadoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pescador,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pescadorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pescar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pescarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pescoco,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pescocoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
peso1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/peso1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
peso2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/peso2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pesquisa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pesquisaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pessego,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pessegoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pessimo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pessimoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pessoa1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pessoa1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pessoa2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pessoa2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pessoal,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pessoalSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pestanejar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pestanejarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
peteca,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/petecaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
petiscar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/petiscarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piada,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piadaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piano,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pianoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piaui,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piauiSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pica-pau,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pica-pauSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
picada,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/picadaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
picar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/picar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
picar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/picar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
picar3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/picar3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pichar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/picharSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
picole,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/picoleSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piedade,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piedadeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pijama,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pijamaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pilar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pilarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pileque,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pilequeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pilha1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pilha1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pilha2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pilha2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pilha3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pilha3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pilotar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pilotarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piloto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pilotoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pilula,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pilulaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pimenta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pimentaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pimentao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pimentaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pinca,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pincaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pincel1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pincel1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pincel2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pincel2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pinga,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pingaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pingar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pingarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pingo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pingarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pingue-pongue,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pingue-pongueSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pinguim,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pinguimSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pinta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintar3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintar4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar4Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintar5,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar5Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintar6,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar6Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintar7,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar7Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintar8,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar8Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintar9,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintar9Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pinto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintor1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintor1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintor2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pintor2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pintura,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pinturaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piolho,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piolhoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pioneiro,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pioneiroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pior1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pior1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pior2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pior2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pior3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pior3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piorar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piorarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pipa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pipaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pipoca,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pipocaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piramide,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piramideSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piranha1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piranha1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piranha2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piranha2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pirata,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pirataSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pires,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piresSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pirulito,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pirulitoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pisar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pisarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piscina,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/piscinaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
piso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pisoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pistola,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pistolaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pitada,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pitadaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pizza1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pizza1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pizza2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pizza2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
placa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/placaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
placar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/placarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
planejamento,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planejamentoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
planejar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planejarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
planeta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planetaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
planilha,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planilhaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
plano,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
planta1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planta1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
planta2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/planta2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
plantacao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/plantacaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
plantar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/plantarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
plastico,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/plasticoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
plastificar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/plastificarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
plateia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/plateiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
po1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
po2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/po2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pobre,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pobreSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pobreza,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pobrezaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poca,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pocaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poco,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pocoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
podar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/podarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poder-nao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poder-naoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poder1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poder1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poder2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poder2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poderoso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poderosoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
podre,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/podreSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poeira,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poeiraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poesia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poesia2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
polegar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polegarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
polemica,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polemicaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
policia civil,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/policia_civilSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
policia militar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/policia_militarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
policial,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/policialSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
polido,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polidoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poligamia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poligamiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poliglota,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poliglotaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
politica,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/politicaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
politico,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/politicoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
polo1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polo1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
polo2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polo2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
polo3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polo3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
polones,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polonesSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
polonia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poloniaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poltrona,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poltronaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poluicao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poluicaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
poluido,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poluidoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
polvo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/polvoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pomada,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pomadaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pombo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pomboSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponei,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/poneiSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pontaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pontape,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pontapeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponte,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponteiro1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponteiro1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponteiro2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponteiro2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponto-1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto-1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponto1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponto2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponto3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponto4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto4Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponto5,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto5Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponto6,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto6Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
ponto7,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ponto7Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pontuacao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pontuacaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pontual,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pontualSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
populacao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/populacaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
por,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
por acaso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/por_acasoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
por causa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/por_causaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
por favor,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/por_favorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
por isso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/por_issoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
por-do-sol,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/por_de_solSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porcaria,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porcariaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porcentagem,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porcentagemSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porco,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porcoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porco-espinho,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porco-espinhoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
pornografia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/pornografiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porque,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porqueSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porrada,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porradaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porre,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porreSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porta-malas,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porta-malaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porta-retrato,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porta-retratoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porta1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/portaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
portao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/portaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
portao automatico,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/portao_automaticoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
portaria,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/portariaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porteiro,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porteiroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/portoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porto alegre,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porto alegreSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
porto velho,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/porto_velhoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
portugal,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/portugalSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
portugues,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/portuguesSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
posicao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/posicaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
positivo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/positivoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
possibilidade,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/possibilidadeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
possivel,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/possivelSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
