Palavra,Link,Instituicao
concurso2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/concurso2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
condicionador,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/condicionadorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
condominio,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/condominioSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conduta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/condutaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conferenciar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conferenciarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conferir,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conferirSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confessar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confessarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confete,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confeteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confianca,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confiancaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confiar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confiarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confidencial,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confidencialSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confidencial2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confidencial2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confirmar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confirmarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confiscar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confiscarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confissao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confissaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conflito2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conflito2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conformar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conformarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confortar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confortarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conforto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confortoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confrontar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confrontarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confundir,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confundirSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confusao1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confusao1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
confusao2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/confusao2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
congelar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/congelarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
congestionamento,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/congestionamentoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
congregacao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/congregacaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
congresso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/congressoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conhecer,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conhecerSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conhecimento,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conhecimentoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conjuge,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conjugeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conosco,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conoscoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conquistar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conquistarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
consciencia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conscienciaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conseguir,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conseguirSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conselheiro,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conselheiroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conselheiro2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conselheiro2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conselho,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conselhoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
consertar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/consertarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conservar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conservarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
consolar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/consolarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
constituicao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/constituicaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
construcao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/construcaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
construir,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/construcaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
consultar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/consultarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conta corrente,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conta_correnteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conta-gotas,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conta-gotasSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contabilidade,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contabilidadeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contador2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contador2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contador3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contador3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contaminado,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contaminadoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contaminar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contaminarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contar3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contar3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contatar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contatarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contato,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contatoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contente,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contenteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contexto1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contexto1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contigo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contigoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
continencia1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/continencia1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
continencia2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/continencia2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
continuar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/continuarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contra,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contra-cheque,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contra-chequeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contrabando,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contrabandoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contrario,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contrabandoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contratar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contratar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contratar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contratar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contrato,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contratoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contribuicao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contribuicaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
contribuir,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/contribuirSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
controle remoto,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/controle_de_remotoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
convencer1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/convencer1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
convencido,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/convencidoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
convenio,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/convenioSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
convento,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conventoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conversacao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conversacaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conversao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conversaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
conversar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conversarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
converter,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/converterSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
convidar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/convidarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
convite,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/conviteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coordenador,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coordenadorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
copiar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/copiarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
copo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/copoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coquetel,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coquetelSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cor,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coracao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coracaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coragem,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coragemSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corajoso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corajosoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coral,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corajosoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corcovado,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corcovadoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corcunda,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corcundaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corda1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corda1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cordeiro,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cordeiroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coreano,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coreanoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coreia,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coreiaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corneta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cornetaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coroa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coroaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coronel,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coronelSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corpo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corpoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corredor,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corredorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
correio,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correioSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corrente,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correnteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
correnteza,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correntezaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
correr1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correr1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
correr2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correr2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
correr3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correr3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
correria,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/correriaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corresponder1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corresponder1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corresponder2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corresponder2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corretor,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corretorSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corrida,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corridaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corrigir,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corrigirSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
corromper,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/corromperSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cortar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cortar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cortar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cortar3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cortar3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cortar3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cortes,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cortesSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cortina,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cortinaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coruja1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coruja1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coruja2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coruja2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cosmeticos,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cosmeticosSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
costa1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costa1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
costa2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costa2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
costela,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costelaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
costeleta,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costeletaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
costume,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costumeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
costurar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costurar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
costurar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costurar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
costureira,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/costureiraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cotonete,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cotoneteSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cotovelada,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cotoveladaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cotovelo1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cotoveloSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cotovelo2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cotovelo2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
couro,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/couroSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
covarde,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/covardeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coxa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coxaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coxear,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coxearSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
coxinha de galinha,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/coxinha_de_galinhaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cozido,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cozidoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cozinha,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cozinhaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cozinhar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cozinharSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cozinheira,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cozinheiraSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cracha,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crachaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cranio,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cranioSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cravar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cravarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
creche,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crecheSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
creme,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cremeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
creme dental,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/creme_dentalSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
crenca,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crencaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
crente,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/creme_dentalSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
crepusculo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crepusculoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
crer,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crerSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
crescer1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crescer1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
crescer2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crescer2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
crespo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crespoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
criar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/criar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
criar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/criar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
criar3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/criar3Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
criar4,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/criar4Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
crime,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crimeSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
criticar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/criticarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
crucificacao,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crucificacaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
crucificar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/crucificacaoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cruz,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cruzSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cruzar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cruzar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cruzar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cruzar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cuba,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cubaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cuba2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cuba2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cubano,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cubanoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cubo,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cuboSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cueca,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cuecaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cuidado,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cuidadoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cuidadoso,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/acautelarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cuidar1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cuidar1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cuidar2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cuidar2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
culpa,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/culpaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
culpado,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/culpadoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
culto1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/culto1Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
culto2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/culto2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cultura1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/culturaSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cultura2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cultura2Sm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cumprimentar,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cumprimentarSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cunhado,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cunhadoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cupido,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cupidoSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
cupim,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/cupimSm_Prog001.mp4,ACESSIBILIDADE_BRASIL
